1	93.22
2	79.1
3	85.02
4	90.42
5	99.06
6	121.22
7	99.92
8	88.56
9	102.92
10	120.98
11	86.22
12	116.78
13	123.8
14	92.56
15	98.02
16	102.34
17	92.34
18	103.16
19	79.44
20	123.34
21	88.9
22	90.88
23	106.58
24	94.46
25	101.5
26	85.52
27	105
28	133.22
29	96.64
30	95.42
31	102.76
32	107.68
33	113.9
34	115.6
35	113.24
36	109.42
37	115.5
38	104.76
39	106.86
40	92.06
41	132.08
42	100.28
43	105.64
44	99.08
45	81.88
46	102.14
47	88.8
48	94.56
49	91.84
50	108.66
51	120.68
52	85.96
53	85.92
54	86.64
55	94
56	88.9
57	107.42
58	102.5
59	113.28
60	118.88
61	94.4
62	90.5
63	88.86
64	89.66
65	75.46
66	90.92
67	87.54
68	84.2
69	116.44
70	126.02
71	89.98
72	97.86
73	84.8
74	100.22
75	82.34
76	78.96
77	87.86
78	126.68
79	83.14
80	108.58
81	117.26
82	116.42
83	81.04
84	97.44
85	79.22
86	99.66
87	100.22
88	95.24
89	89.88
90	108.24
91	118.34
92	97.96
93	97.7
94	77.62
95	106.42
96	93.26
97	96.8
98	113.86
99	98.06
100	100.76
