1.29	-0.652206	0.000658025	17.3791	0.0964505	189.289	2.12681
1.3	-0.648483	0.000653203	17.2604	0.0941542	187.162	2.19729
1.31	-0.645659	0.000733962	17.1295	0.108982	181.246	2.08545
1.32	-0.64233	0.000729628	16.9896	0.101035	176.981	1.87768
1.33	-0.639169	0.000717126	16.9022	0.0969488	177.646	1.89253
1.34	-0.636335	0.000725103	16.882	0.0952845	174.349	1.86811
1.35	-0.633086	0.000772786	16.699	0.103068	170.868	1.97321
1.36	-0.629194	0.000688601	16.5561	0.0853586	165.816	1.86745
1.37	-0.62541	0.000708541	16.4778	0.0919502	163.158	1.77136
1.38	-0.621331	0.000664407	16.3086	0.0981873	160.051	1.58568
1.39	-0.618791	0.000662545	16.1436	0.103909	158.794	1.5036
1.4	-0.615179	0.000689011	15.9735	0.101332	154.836	1.56761
1.41	-0.612058	0.000723266	15.8797	0.0941608	151.829	1.59589
1.42	-0.609123	0.00068843	15.7082	0.08846	147.308	1.64699
1.43	-0.606304	0.000667404	15.6401	0.0853761	146.519	1.58613
1.44	-0.603491	0.000634582	15.4152	0.0949068	144.467	1.40727
1.45	-0.600388	0.00065476	15.2766	0.0917168	141.79	1.24326
1.46	-0.596607	0.000622173	15.1632	0.0874977	139.668	1.36124
1.47	-0.593402	0.000622514	15.053	0.0863484	137.138	1.12202
1.48	-0.59071	0.000614813	15.0172	0.0847996	134.836	1.1334
1.49	-0.588094	0.000638077	14.9772	0.0838915	134.662	1.27773
1.5	-0.58484	0.000607479	14.8099	0.0815146	131.7	1.10394
1.51	-0.581721	0.000588539	14.7137	0.0794842	127.612	1.13571
1.52	-0.578265	0.000647179	14.4761	0.0815234	125.309	1.08522
1.53	-0.575753	0.000664425	14.4463	0.0781937	125.479	1.09069
1.54	-0.572786	0.00063911	14.3515	0.0830617	123.341	1.18542
1.55	-0.569614	0.000647646	14.2124	0.0859902	119.413	1.07028
1.56	-0.566876	0.000624306	14.0925	0.0810821	117.098	1.10863
1.57	-0.564147	0.000685512	14.0026	0.0734593	116.625	1.08007
1.58	-0.561557	0.000657724	13.9041	0.0732875	115.2	1.0446
1.59	-0.558967	0.000666245	13.8067	0.0742014	112.987	0.981914
1.6	-0.556244	0.000637967	13.6665	0.0690963	111.112	0.922976
1.61	-0.553821	0.000601043	13.517	0.0689417	109.732	0.978962
1.62	-0.551038	0.000610067	13.409	0.0691172	108.228	0.929941
1.63	-0.54837	0.000616892	13.2906	0.0669606	106.924	0.876794
1.64	-0.545717	0.000615309	13.1602	0.0638186	106.031	0.874458
1.65	-0.542964	0.000631265	13.0073	0.0634562	105.318	0.917477
1.66	-0.540576	0.000570356	12.999	0.0687565	103.588	0.891332
1.67	-0.537579	0.000584894	12.8561	0.0750975	102.254	0.891639
1.68	-0.535079	0.000566763	12.7215	0.0704211	100.801	0.906865
1.69	-0.532538	0.000534343	12.5931	0.0666756	99.3178	0.735098
1.7	-0.530642	0.000532471	12.5412	0.0675399	98.5837	0.806441
1.71	-0.527797	0.000512574	12.422	0.0551862	97.4587	0.79249
1.72	-0.52519	0.000562562	12.3569	0.0532699	95.9037	0.894021
1.73	-0.522432	0.000566898	12.208	0.0629608	94.5601	0.803414
1.74	-0.520087	0.000581007	12.123	0.0584515	93.078	0.862727
1.75	-0.517944	0.000579982	12.0131	0.0619953	91.4068	0.814001
1.76	-0.515366	0.0005896	11.9199	0.0669323	89.7596	0.81675
1.77	-0.512984	0.000565778	11.8165	0.0622597	88.2853	0.779293
1.78	-0.510169	0.000573063	11.7287	0.0653126	87.7002	0.781009
1.79	-0.508055	0.000580638	11.6363	0.0588014	86.4107	0.707355
1.8	-0.505594	0.00057421	11.5435	0.0641446	85.6134	0.628171
1.81	-0.503225	0.000562569	11.4677	0.0568139	84.5402	0.646429
