28.1906	32.1029
26.9068	30.4167
26.1691	28.2013
25.2929	27.0283
24.4486	26.163
23.0711	25.2162
21.8387	24.2274
21.2493	23.1528
19.1637	22.4127
19.1229	20.7409
18.8558	19.4069
18.8558	19.2442
18.0631	19.1674
18.0631	19.0094
17.7797	18.8356
17.7797	18.7075
15.9259	18.3903
15.9259	18.094
15.3426	16.9281
15.3426	16.1343
15.3426	15.9199
15.2208	15.8557
15.1047	15.8711
15.0357	15.7918
15.0357	15.7519
15.0357	15.6954
15.0081	15.6977
14.892	15.6134
14.9803	15.4767
14.7962	15.3609
14.7962	15.2877
14.5586	15.1923
14.6106	15.1533
14.6579	15.134
14.3985	15.0718
14.3985	15.0358
14.3906	14.9275
14.2629	14.8731
14.1596	14.7884
14.0143	14.7372
14.0143	14.6612
13.6717	14.5395
13.6717	14.4829
13.6717	14.3028
13.6566	14.2286
13.3315	14.1008
13.6566	14.0265
13.6717	13.9428
13.5286	13.8469
13.5311	13.8215
13.4936	13.8052
13.3291	13.7797
13.3291	13.7618
13.1817	13.7282
13.1817	13.7049
13.0725	13.6763
13.0725	13.6444
13.1817	13.6418
13.051	13.6143
13.051	13.5696
13.0109	13.5362
13.0036	13.5291
12.7962	13.5043
13.0036	13.4522
12.3791	13.3867
12.3665	13.3019
12.3665	13.2773
12.3665	13.1723
12.3665	13.0429
12.2987	12.9328
12.2987	12.7805
12.2299	12.6104
12.1378	12.5498
12.1252	12.4975
12.1252	12.3925
11.8873	12.3551
11.7912	12.3408
11.6691	12.2994
11.5986	12.2665
11.5764	12.1783
11.3725	12.0903
11.3725	12.0103
11.2595	11.8469
11.2595	11.7288
11.1597	11.6556
11.1251	11.578
11.0075	11.488
10.9715	11.4329
10.9589	11.3981
10.8963	11.3666
10.8838	11.3319
10.8708	11.3108
10.8708	11.2634
10.8708	11.1789
10.4616	11.1531
10.449	11.0757
10.4616	11.0379
10.4616	10.9978
10.4616	10.9641
10.449	10.8886
10.439	10.8201
10.439	10.8079
10.439	10.7619
10.439	10.7241
10.368	10.6635
10.368	10.6164
10.3555	10.5963
10.3555	10.5571
10.3396	10.4674
10.3555	10.4417
10.3555	10.4358
10.3555	10.426
10.3555	10.4237
10.3555	10.4172
10.3271	10.4224
10.3271	10.4171
10.3555	10.4141
10.3555	10.4101
10.3158	10.4014
10.3271	10.4097
10.3271	10.4039
10.3396	10.3984
10.3555	10.3967
10.3271	10.3987
10.3555	10.3976
10.3396	10.3897
10.3271	10.3867
10.3271	10.3944
10.3049	10.3882
10.3049	10.3822
10.3049	10.3829
10.3049	10.3879
10.3271	10.3927
10.3396	10.3852
10.3459	10.3893
10.3334	10.3888
10.3334	10.3863
10.3334	10.3769
10.3334	10.3742
10.3459	10.3793
10.3459	10.3742
10.3334	10.3734
10.3459	10.3722
10.3334	10.379
10.3334	10.3715
10.3334	10.374
10.3555	10.3706
10.3271	10.3707
10.3555	10.369
10.3555	10.3694
10.1586	10.3707
10.065	10.3623
10.065	10.3571
10.065	10.3624
10.0834	10.3618
10.0834	10.3523
10.1586	10.3521
10.0834	10.3475
10.0834	10.3484
10.0776	10.3448
10.065	10.3366
10.065	10.317
10.065	10.2846
10.0429	10.261
10.065	10.2702
10.065	10.2523
10.065	10.2195
10.065	10.1957
9.8959	10.1788
10.065	10.1618
10.065	10.1362
10.065	10.1205
10.065	10.1119
10.0366	10.087
10.0366	10.0857
10.0492	10.0865
10.0492	10.087
10.0366	10.0869
10.0366	10.0852
10.0366	10.0857
10.0366	10.0849
10.0366	10.0837
10.0366	10.0863
10.065	10.0903
10.0492	10.0842
10.0366	10.0823
10.0366	10.0868
10.0366	10.0822
10.0366	10.0821
10.0366	10.0829
10.0366	10.0809
10.0366	10.0802
10.0366	10.0798
10.0366	10.0792
10.0366	10.082
10.0366	10.0809
10.0366	10.0788
10.0366	10.0763
10.0366	10.0745
10.0366	10.0733
9.90788	10.0691
9.90788	10.0689
9.90788	10.0721
9.90788	10.0639
9.90788	10.0596
9.90788	10.059
9.90788	10.0588
9.90788	10.056
9.90788	10.0548
9.90788	10.0583
9.90788	10.0634
9.90788	10.0663
9.90788	10.0665
9.90788	10.069
9.90788	10.0746
9.90788	10.0725
9.90788	10.0572
9.90788	10.0528
9.90788	10.0485
9.90788	10.0467
9.90788	10.0488
9.90788	10.0496
9.90788	10.0477
9.90788	10.0542
9.90788	10.0597
9.90788	10.0545
9.90788	10.0396
9.90788	10.0327
9.90788	10.0323
9.90788	10.0412
9.90788	10.0263
9.90788	10.0505
9.90788	10.0267
9.90788	10.0327
9.90788	10.0413
9.90788	10.0209
9.90788	10.0164
9.90788	10.0122
9.90788	10.0224
9.90788	10.0146
9.90788	9.96394
9.90788	9.97622
9.88336	9.9493
9.88336	9.93601
9.82989	9.92276
9.82989	9.93649
9.82989	9.9329
9.82989	9.94664
9.88336	9.92674
9.88336	9.91712
9.88336	9.92125
9.88336	9.91698
9.88336	9.91517
9.88336	9.91797
9.90788	9.91818
9.90788	9.92018
9.90788	9.91902
9.89279	9.91945
9.90577	9.92172
9.89279	9.91981
9.90788	9.92299
9.81664	9.91967
9.81664	9.91845
9.8041	9.91552
9.8041	9.9164
9.82945	9.91604
9.82945	9.91444
9.82945	9.91432
9.82945	9.91699
9.82945	9.91541
9.82945	9.91485
9.81691	9.91457
9.81691	9.91432
9.81691	9.91839
9.81691	9.91708
9.81691	9.91341
9.81691	9.9125
9.81691	9.9153
9.81691	9.91148
9.81691	9.912
9.81691	9.90822
9.81691	9.90684
9.80493	9.91027
9.81691	9.90496
9.79239	9.89539
9.79239	9.89079
9.79239	9.90735
9.76672	9.89947
9.76672	9.90326
9.75418	9.90389
9.76672	9.89976
9.76672	9.89741
9.76672	9.89943
9.79239	9.89111
9.76396	9.87501
9.76396	9.8735
9.76396	9.86666
9.76396	9.85918
9.76396	9.86197
9.76396	9.86558
9.79239	9.85555
9.79239	9.86459
9.79239	9.8667
9.79239	9.8685
9.79239	9.88453
9.7422	9.8777
9.79239	9.87488
9.79239	9.86844
9.79239	9.87214
9.79239	9.86963
9.76396	9.8789
9.76396	9.87029
9.79239	9.85854
9.79239	9.84343
9.79239	9.85444
9.79239	9.85891
9.79239	9.8437
9.79239	9.84377
9.79239	9.84184
9.72966	9.85036
9.79239	9.84576
9.79239	9.84513
9.79239	9.82926
9.79239	9.83785
9.79239	9.83777
9.79239	9.84081
9.79239	9.82967
9.79239	9.831
9.79239	9.83632
9.79239	9.82671
9.79239	9.83654
9.79239	9.82688
9.79239	9.82113
9.79239	9.81511
9.79239	9.81335
9.79239	9.81219
9.79239	9.81079
9.79239	9.81139
9.7797	9.80744
9.74264	9.80953
9.7797	9.81025
9.7797	9.81421
9.74264	9.81361
9.74264	9.81261
9.74264	9.8126
9.75518	9.81047
9.75418	9.80921
9.75418	9.80671
9.7422	9.81377
9.7422	9.80882
9.72966	9.81202
9.72966	9.81305
9.72966	9.80868
9.72966	9.81024
9.74264	9.80614
9.74264	9.80543
9.7422	9.80289
9.72966	9.79934
9.7422	9.7974
9.72966	9.79087
9.72966	9.78858
9.72966	9.79336
9.72966	9.78812
9.72966	9.78069
9.72966	9.78318
9.72966	9.78489
9.71376	9.78863
9.71376	9.77401
9.71376	9.7772
9.72966	9.76711
9.72966	9.76178
9.72966	9.75626
9.72966	9.76188
9.72966	9.76096
9.71376	9.76453
9.71376	9.76243
9.72966	9.7594
9.72966	9.75811
9.72966	9.76134
9.71376	9.76417
9.72966	9.76305
9.70123	9.7602
9.72966	9.76096
9.71376	9.75674
9.71376	9.76439
9.72966	9.75536
9.71376	9.75063
9.70123	9.75168
9.70123	9.75503
9.72966	9.75394
9.72966	9.75215
9.72966	9.75529
9.72966	9.75504
9.72966	9.75925
9.72966	9.7535
9.72966	9.75616
9.72966	9.75303
9.72966	9.75355
