30.4416	34.1192
28.6428	31.4352
26.8139	29.6074
23.7694	28.0221
22.2094	25.8096
21.8279	22.6112
19.9375	22.1449
19.6878	21.8022
18.5164	20.8282
18.034	19.8628
17.0893	19.2278
16.8799	18.217
16.3976	17.6181
15.8185	17.1152
15.441	16.8136
15.441	16.7447
15.3932	16.4611
14.5745	15.9518
14.011	15.701
14.011	15.2831
13.6184	14.7334
13.4968	14.4765
13.1471	14.3429
13.1471	14.1024
12.6807	14.0035
12.6807	13.9401
12.6807	13.9213
12.1916	13.8417
11.6596	13.5346
11.6596	13.0066
11.5291	12.5475
11.5291	12.1674
11.5291	12.0563
11.5291	11.9523
11.3907	11.9081
11.3333	11.8776
11.3333	11.7545
11.3333	11.7474
11.3085	11.5954
10.9375	11.4498
10.8284	11.3794
10.6259	11.3063
10.6256	11.2169
10.2036	11.1466
9.2436	10.9814
9.24331	10.6873
8.99531	10.2714
8.99503	9.44183
8.69516	9.23392
8.69481	9.14073
8.69481	9.09352
8.69481	9.07506
8.69481	9.05753
8.69481	9.00986
8.43016	9.00195
8.6939	8.976
7.93266	8.91069
7.93266	8.89448
7.93237	8.84162
8.64297	8.84906
7.98586	8.78254
8.40592	8.77503
7.85851	8.72935
7.56927	8.62674
7.56927	8.49877
7.3675	8.3349
7.3507	8.08792
7.07826	7.84476
7.09539	7.6703
7.07826	7.61008
6.83039	7.46997
6.83039	7.42193
6.83039	7.30111
6.83039	7.19301
6.83039	7.14343
6.77508	7.07019
6.83039	7.00494
6.83039	6.98752
6.83033	6.98475
6.83039	6.96083
6.83039	6.93403
6.766	6.91593
6.81243	6.92395
6.77508	6.91057
6.77508	6.90849
6.766	6.91311
6.766	6.89961
6.766	6.87566
6.766	6.85923
6.766	6.85483
6.77508	6.85304
6.766	6.85089
6.766	6.85632
6.79676	6.85688
6.79676	6.84893
6.766	6.84655
6.766	6.83675
6.73238	6.83526
6.7659	6.83063
6.7659	6.83439
6.7659	6.82975
6.7659	6.83532
6.7659	6.82654
6.7659	6.82629
6.7659	6.82117
6.73238	6.82167
6.73238	6.81817
6.73238	6.82656
6.39957	6.81778
6.39957	6.81427
6.39957	6.80466
6.39957	6.80377
6.39957	6.8058
