0	-0.832092	-0.681482
13	-0.732392	-0.893041
19	-0.570564	-0.964282
21	-0.481944	-0.719047
25	-0.597564	-0.681804
16	-0.454497	-0.49727
27	-0.200177	-0.346283
17	0.0763005	-0.435615
3	0.372012	-0.261299
4	0.303909	-0.572297
29	-0.126226	-0.942608
18	-0.036941	-0.98823
2	0.00371557	-0.951432
26	0.349863	-0.871566
5	0.35676	-0.803571
14	0.426846	-0.776446
12	0.626571	-0.964115
22	0.804523	-0.728215
28	0.972919	-0.313542
15	0.97095	-0.201956
30	0.691533	0.0529277
24	0.497541	0.278225
1	0.863731	0.508103
11	0.837711	0.879751
9	0.531528	0.940534
32	0.403335	0.696116
7	0.154538	0.68001
31	0.152045	0.707409
33	-0.440111	0.873074
10	-0.54778	0.989221
23	-0.520808	0.663405
6	-0.75808	0.360274
20	-0.771489	0.0970442
8	-0.894478	-0.092985
0	-0.832092	-0.681482
